IDU,Inf,Nome,Clube,Posição,Melhor Papel,Idade,Jogos,Gls,xG,xG/90,Remt/90,Remt/90,% Remates,Ast,xA,xA/90,Ps C/90,Passes Pr/90,PC/90,% Passe,Sof/90,xGP/90,% Df,Crz Con/90,Crz T/90,Fnt/90,Cab Dec/90,Des Dec/90,Des/90,M Des,Pres C/90,Poss Con/90,Cl Med,Valor Estimado,Capacidade,Pé Esquerdo,Pé Direito,Nac,2ª Nac,Altura,Personalidade,Valor,Preço Exigido,TSB,Soc,Acl,Agi,Agr,Aer,Ant,AF,Bra,Cab,Cnt,Cmd,Cmp,Com,Cnc,Cruz,Decis,Des,Det,Eql,Exc,Fnl,Fnt,For,Imp,Imp,In Tr,Jg Mãos,Lan,LnçL,Lid,Liv,Mar,Pen,Pas,Pont,Pos,Pri,Ref,Rem Lo,Res,SB,Téc,Tr Eq,1x1,Vel,Vis
2000185804,,- -,-,,Pivô Ofensivo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,177 cm,,-,-,-,-,12-18,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,6-15,3-12,2-10,-,4-10,8-15,-,-,-,-,-,-,-,8-14,-,-,10-18,-,8-15,-,1-10,10-17,-,-,7-14,5-12
2002231188,For,- -,-,,Médio Ofensivo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,COL,,170 cm,,-,-,-,-,9-17,-,-,-,-,-,-,3-9,-,-,-,-,-,-,-,-,-,-,-,3-9,6-14,5-15,-,1-8,3-13,-,-,-,-,-,-,-,9-17,-,-,9-19,-,1-8,-,6-14,7-17,-,-,7-13,10-16
2002244102,For,- -,-,,Ala,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,IRL,181 cm,,-,-,-,-,-,-,1-8,-,-,-,-,1-6,-,-,-,-,-,-,-,1-7,-,-,-,-,-,1-9,4-14,9-19,3-9,-,-,-,-,-,-,-,1-7,-,-,3-13,-,2-8,7-13,-,6-12,3-9,-,-,1-7
2002252728,For,- -,-,,Médio Ofensivo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ESP,,181 cm,,-,-,-,-,2-10,-,-,-,-,-,-,1-10,-,-,-,-,-,-,-,-,-,-,-,2-8,1-7,1-4,-,12-20,11-20,-,-,-,-,-,-,-,3-11,-,-,6-14,-,7-17,-,2-8,12-20,-,-,1-9,3-13
2002244033,For,- -,-,,Extremo,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,FRA,,183 cm,,-,-,-,-,15-20,-,-,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,1-7,5-13,3-13,-,1-9,1-10,-,-,-,-,-,-,-,7-15,-,-,7-17,-,1-6,-,6-14,6-16,-,-,8-14,3-9
19408996,,- -,-,,Extremo,20,0 (2),0,"0,00",-,-,-,-,0,"0,01",-,-,-,-,82%,-,-,-,-,-,-,-,-,-,-,-,-,7.00,500m R$ - 5M R$,,Fraco,Muito Forte,BRA,,185 cm,Bastante Determinado,-,-,2,1,11,11,13,2,10,12,8,8,10,3,11,1,9,10,12,12,15,11,3,11,12,8,12,11,10,1,2,7,7,10,13,10,12,2,7,14,3,11,12,12,13,12,1,11,14
2002294347,,- -,-,,Extremo invertido,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Forte,Muito Forte,BRA,,163 cm,Profissional,-,-,1-4,1-2,13,3-7,7,1-3,1-5,6,6,2,1-3,1-4,6,1-4,1-5,4,6,1-5,12,3,1-2,8,7,2,14,3,10,1-6,2-5,2-5,6-11,4-8,1-2,2,12,1-2,2-6,9,3-7,4,5,9,14,6,1-3,8,5
2000214799,For,- -,-,,Médio Centro,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,159 cm,,-,-,-,-,-,-,6-14,-,-,-,-,1-5,-,-,-,-,-,-,-,5-11,-,-,-,-,-,1-4,4-14,1-10,10-16,-,-,-,-,-,-,-,2-10,-,-,5-15,-,9-15,5-11,-,7-13,2-8,-,-,6-12
2000096610,,- -,-,,Extremo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,171 cm,,-,-,-,-,5-14,-,-,-,-,-,-,5-12,-,-,-,-,-,-,-,-,-,-,-,2-9,11-20,3-9,-,5-11,6-14,-,-,-,-,-,-,-,5-14,-,-,8-14,-,1-8,-,8-17,10-18,-,-,12-19,9-16
2000187646,For,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,166 cm,,-,-,-,-,13-20,-,-,-,-,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,2-8,4-12,4-13,-,1-8,2-11,-,-,-,-,-,-,-,7-14,-,-,6-15,-,2-11,-,4-12,2-11,-,-,10-16,6-12
2002293497,,- -,-,,Extremo invertido,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Bastante Forte,Muito Forte,BRA,,169 cm,Acomodado,-,-,2-7,1,12,5-8,11,1-5,7-10,12,8,5,3-7,1-2,9,3-7,3-7,8,7,7-12,2,11,1-5,6,15,3,11,3,7,1-4,1-5,3-7,2-5,1-6,1-5,5,5,1-4,1-3,9,1-2,5,5,12,12,6,1-5,8,7
2000051459,,- -,-,,Extremo invertido,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,165 cm,,-,-,-,-,4-13,-,-,-,-,-,-,5-12,-,-,-,-,-,-,-,-,-,-,-,5-12,11-20,2-8,-,3-9,2-10,-,-,-,-,-,-,-,6-15,-,-,9-15,-,3-11,-,10-19,7-15,-,-,8-15,13-20
2002229139,For,- -,-,,Construtor de Jogo Recuado,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ECU,,187 cm,,-,-,-,-,-,-,7-13,-,-,-,-,1-11,-,-,-,-,-,-,-,4-14,-,-,-,-,-,4-12,2-10,8-16,1-8,-,-,-,-,-,-,-,5-11,-,-,9-17,-,1-5,1-5,-,4-12,2-12,-,-,8-18
2002245355,For,- -,-,,Construtor de Jogo Avançado,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,172 cm,,-,-,-,-,1-8,-,-,-,-,-,-,1-5,-,-,-,-,-,-,-,-,-,-,-,7-15,7-15,1-9,-,3-13,7-13,-,-,-,-,-,-,-,1-7,-,-,1-9,-,6-12,-,8-16,10-16,-,-,5-11,9-15
2000216205,For,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,176 cm,,-,-,-,-,14-20,-,-,-,-,-,-,3-9,-,-,-,-,-,-,-,-,-,-,-,1-7,6-14,4-13,-,1-3,1-9,-,-,-,-,-,-,-,13-20,-,-,10-19,-,1-3,-,3-11,6-15,-,-,12-18,7-13
2000128784,,- -,-,,Médio Centro,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,177 cm,,-,-,-,-,-,-,11-19,-,-,-,-,1-8,-,-,-,-,-,-,-,1-10,-,-,-,-,-,1-5,12-19,4-11,9-18,-,-,-,-,-,-,-,9-17,-,-,7-14,-,9-18,7-16,-,10-19,1-9,-,-,7-16
2000164826,For,- -,-,,Médio Centro,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,178 cm,,-,-,-,-,-,-,10-19,-,-,-,-,1-5,-,-,-,-,-,-,-,4-12,-,-,-,-,-,1-7,1-7,1-9,5-11,-,-,-,-,-,-,-,8-17,-,-,11-17,-,6-12,4-10,-,4-10,1-9,-,-,5-13
2000248646,,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,175 cm,,-,-,-,-,8-16,-,-,-,-,-,-,1-10,-,-,-,-,-,-,-,-,-,-,-,8-14,9-15,1-6,-,5-13,8-18,-,-,-,-,-,-,-,11-19,-,-,7-15,-,3-13,-,5-11,13-20,-,-,4-14,1-8
2000242849,,- -,-,,Médio Centro,18,0 (4),0,"0,00",-,-,-,-,0,"0,03",-,-,-,-,74%,-,-,-,-,-,-,-,-,-,100%,-,-,6.47,Desconhecido,,-,-,URU,,181 cm,,-,-,-,-,-,-,9-15,-,-,-,-,5-14,-,-,-,-,-,-,-,12-20,-,-,-,-,-,6-13,3-11,8-16,5-12,-,-,-,-,-,-,-,9-15,-,-,14-20,-,2-9,2-9,-,6-13,6-15,-,-,12-20
2002244204,For,- -,-,,Médio Centro,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,GER,,181 cm,,-,-,-,-,-,-,5-11,-,-,-,-,1-8,-,-,-,-,-,-,-,1-8,-,-,-,-,-,3-11,9-15,9-15,7-15,-,-,-,-,-,-,-,8-14,-,-,5-13,-,7-15,12-20,-,8-16,1-5,-,-,1-9
2000105255,For,- -,-,,Avançado Trabalhador,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,182 cm,,-,-,-,-,8-16,-,-,-,-,-,-,1-10,-,-,-,-,-,-,-,-,-,-,-,10-16,5-11,3-10,-,11-18,10-19,-,-,-,-,-,-,-,6-14,-,-,4-11,-,5-14,-,11-17,7-16,-,-,5-14,1-10
2000229815,For,- -,-,,Médio Centro,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,176 cm,,-,-,-,-,-,-,10-19,-,-,-,-,5-13,-,-,-,-,-,-,-,7-15,-,-,-,-,-,4-10,1-7,1-9,7-13,-,-,-,-,-,-,-,12-20,-,-,12-18,-,7-13,4-10,-,9-15,4-12,-,-,5-13
2000224399,For,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,WAL,,191 cm,,-,-,-,-,5-15,-,-,-,-,-,-,5-13,-,-,-,-,-,-,-,-,-,-,-,1-6,9-19,2-8,-,8-14,2-10,-,-,-,-,-,-,-,1-5,-,-,1-6,-,1-6,-,2-12,5-13,-,-,12-20,6-14
2002228501,For,- -,-,,Extremo invertido,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,URU,,176 cm,,-,-,-,-,9-17,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-,-,-,-,-,10-16,6-12,1-6,-,5-13,8-18,-,-,-,-,-,-,-,5-13,-,-,1-6,-,4-14,-,3-9,9-19,-,-,3-13,1-10
2000247645,Emp,- -,-,,Médio Centro,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,172 cm,,-,-,-,-,-,-,11-20,-,-,-,-,3-11,-,-,-,-,-,-,-,4-12,-,-,-,-,-,5-11,1-10,1-5,5-11,-,-,-,-,-,-,-,8-17,-,-,12-18,-,3-9,5-11,-,10-16,5-13,-,-,5-13
2002298896,For,- -,-,,Construtor de Jogo Avançado,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 450m R$,,Muito Forte,Razoável,BRA,,167 cm,Equilibrado,-,-,3-7,1-5,7,6-11,17,2-6,6-11,13,6,6,3-6,1-4,11,1-3,5-8,6,8,7-11,9,13,1-4,10,6,4,8,2,9,1-4,1-2,2-5,6-11,5-9,4-7,5,8,1-5,4-8,14,1-3,5,5,8,9,14,3-6,8,14
2000191698,,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,URU,,169 cm,,-,-,-,-,6-16,-,-,-,-,-,-,9-17,-,-,-,-,-,-,-,-,-,-,-,1-6,11-20,1-6,-,3-9,5-13,-,-,-,-,-,-,-,6-16,-,-,10-16,-,2-10,-,8-18,9-17,-,-,11-19,6-14
2002244948,For,- -,-,,Construtor de Jogo Avançado,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,,187 cm,,-,-,-,-,3-13,-,-,-,-,-,-,1-9,-,-,-,-,-,-,-,-,-,-,-,7-15,1-5,7-13,-,2-12,9-15,-,-,-,-,-,-,-,6-16,-,-,8-14,-,3-9,-,1-8,8-14,-,-,5-13,6-14
2002244100,For,- -,-,,Médio Centro,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ENG,IRL,170 cm,,-,-,-,-,-,-,4-14,-,-,-,-,4-12,-,-,-,-,-,-,-,5-13,-,-,-,-,-,4-10,12-18,2-8,9-17,-,-,-,-,-,-,-,3-13,-,-,9-15,-,4-12,8-16,-,10-18,9-17,-,-,5-13
2002228931,For,- -,-,,Mezzala,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,URU,,180 cm,,-,-,-,-,-,-,1-10,-,-,-,-,5-13,-,-,-,-,-,-,-,4-12,-,-,-,-,-,1-7,4-10,8-14,10-18,-,-,-,-,-,-,-,1-10,-,-,2-8,-,2-10,7-15,-,4-12,9-17,-,-,6-14
2000246317,For,- -,-,,Extremo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,178 cm,,-,-,-,-,6-14,-,-,-,-,-,-,1-6,-,-,-,-,-,-,-,-,-,-,-,11-17,9-15,4-11,-,5-12,9-18,-,-,-,-,-,-,-,7-15,-,-,7-14,-,2-11,-,6-12,10-19,-,-,4-13,1-7
2000141603,,- -,-,,Mezzala,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,ESP,173 cm,,-,-,-,-,-,-,5-11,-,-,-,-,6-11,-,-,-,-,-,-,-,7-12,-,-,-,-,-,5-13,1-7,1-7,7-15,-,-,-,-,-,-,-,13-19,-,-,8-16,-,1-9,3-11,-,5-13,8-13,-,-,7-12
2000184499,,- -,-,,Pivô Ofensivo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,183 cm,,-,-,-,-,12-18,-,-,-,-,-,-,1-8,-,-,-,-,-,-,-,-,-,-,-,7-16,1-10,1-9,-,2-8,7-14,-,-,-,-,-,-,-,10-16,-,-,10-18,-,8-15,-,1-10,12-19,-,-,5-12,2-9
2000013576,Emp,- -,-,,Ponta-de-Lança,22,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,75%,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 500m R$,,Razoável,Muito Forte,ARG,ITA,181 cm,,-,-,-,-,10-16,6-10,5-11,-,1-5,11-17,7-11,7-11,1-6,-,9-13,-,4-10,4-10,8-12,4-8,15-19,9-13,-,14-18,10-14,5-9,11-17,6-12,7-11,-,-,2-6,1-5,7-11,-,6-10,10-16,-,-,11-15,-,5-9,10-14,9-13,12-16,6-10,-,9-13,9-13
2002234703,For,- -,-,,Médio Centro,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,COL,ESP,182 cm,,-,-,-,-,-,-,13-20,-,-,-,-,1-9,-,-,-,-,-,-,-,1-10,-,-,-,-,-,1-9,5-13,13-20,6-16,-,-,-,-,-,-,-,7-15,-,-,3-11,-,8-18,8-18,-,11-20,1-11,-,-,4-14
2002295269,,- -,-,,Avançado Interior,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Muito Forte,Razoável,BRA,,176 cm,Bastante Desportivista,-,-,1,3-7,9,4-9,13,1-3,5-10,11,15,4,1-4,1-5,7,1-3,3-6,5,11,3-7,10,12,1-3,12,7,3,7,8,5,1-3,1-3,2-6,14-17,3-8,5-8,6,9,1-3,3-8,14,1-6,8,8,10,9,10,1-4,6,10
2000148970,,- -,-,,Médio Ofensivo,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60m R$ - 650m R$,,Fraco,Muito Forte,BRA,,174 cm,Equilibrado,-,-,1-3,1-4,7,10-13,10,2-6,5-8,16,8,7,2-6,1-4,7,1-3,2-6,7,12,6-10,8,8,1-3,8,10,6,13,8,10,1-5,1-4,3-6,11-15,7-10,1-5,7,14,1-2,3-6,15,1-4,11,11,12,14,8,1-4,11,14
2000191159,Emp,- -,-,,Extremo,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$ - 10m R$,,Muito Forte,Razoável,PAN,,180 cm,,-,-,-,-,11-17,5-9,3-9,-,-,4-10,2-6,1-5,-,-,3-7,-,1-4,6-12,3-7,-,11-15,5-9,-,4-8,1-5,1-5,4-10,7-13,6-10,-,-,-,9-15,-,-,1,4-10,-,-,3-7,-,3-7,3-7,3-7,7-11,3-7,-,10-14,3-7
2000166169,,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,184 cm,,-,-,-,-,-,-,5-11,-,-,-,-,1-6,-,-,-,-,-,-,-,1-7,-,-,-,-,-,4-12,2-8,5-11,5-12,-,-,-,-,-,-,-,12-18,-,-,10-18,-,8-15,12-19,-,13-20,1-7,-,-,5-12
2000248374,Emp,- -,-,,Extremo invertido,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,173 cm,,-,-,-,-,9-17,-,-,-,-,-,-,3-12,-,-,-,-,-,-,-,-,-,-,-,9-15,11-17,1-6,-,8-15,9-18,-,-,-,-,-,-,-,11-19,-,-,8-15,-,13-20,-,7-13,12-20,-,-,3-12,4-13
2000160553,,- -,-,,Extremo,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,171 cm,,-,-,-,-,14-20,-,-,-,-,-,-,4-10,-,-,-,-,-,-,-,-,-,-,-,7-13,10-18,1-9,-,1-6,6-15,-,-,-,-,-,-,-,11-18,-,-,8-17,-,1-10,-,6-14,7-16,-,-,12-18,9-15
2002231242,For,- -,-,,Extremo Defensivo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,URU,,181 cm,,-,-,-,-,-,-,7-17,-,-,-,-,1-9,-,-,-,-,-,-,-,4-12,-,-,-,-,-,3-9,1-8,2-12,5-11,-,-,-,-,-,-,-,7-17,-,-,9-15,-,1-7,6-12,-,9-15,1-9,-,-,3-11
2002052607,,- -,-,,Médio Centro,19,0 (1),0,"0,00",-,-,-,-,0,"0,00",-,-,-,-,88%,-,-,-,-,-,-,-,-,-,-,-,-,-,30m R$ - 300m R$,,Bastante Forte,Muito Forte,BRA,,170 cm,Bastante Determinado,-,-,1,3-6,12,13,10,1-3,6-10,13,7,1,4-7,3-6,6-10,2-6,7-10,6,12-15,12,17,8,1-3,7,3,4,9,3,12,1-4,2-6,4-8,11,5-9,8-11,1-5,13,1-3,4,13,2-6,9,8,3-7,11,8,1-4,14,13
2002241816,For,- -,-,,Construtor de Jogo Avançado,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,FRA,,161 cm,,-,-,-,-,5-11,-,-,-,-,-,-,1-10,-,-,-,-,-,-,-,-,-,-,-,1-8,5-11,4-12,-,1-7,7-15,-,-,-,-,-,-,-,7-13,-,-,11-19,-,1-5,-,8-14,6-14,-,-,8-18,6-16
2002252599,For,- -,-,,Extremo invertido,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,NED,MAR,178 cm,,-,-,-,-,9-19,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,10-18,1-8,4-10,-,1-11,1-6,-,-,-,-,-,-,-,4-14,-,-,7-13,-,5-11,-,4-12,10-16,-,-,6-14,3-11
2000183230,,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,162 cm,,-,-,-,-,-,-,13-20,-,-,-,-,1-7,-,-,-,-,-,-,-,9-17,-,-,-,-,-,1-6,1-9,1-4,8-14,-,-,-,-,-,-,-,8-18,-,-,11-17,-,5-11,5-11,-,8-14,8-16,-,-,5-13
2002294373,,- -,-,,Médio Recuperador de Bolas,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220m R$ - 650m R$,,Muito Forte,Razoável,BRA,,176 cm,Bastante Determinado,-,-,1-2,2-6,6,8,18,1-2,5-10,13,15,5,3-6,3-7,7-11,1-4,7-10,6,9-13,14,17,6,1-4,6,6,7,5,6,15,2-5,1-4,2-6,4,6-11,7-10,1-5,10,1-4,15,8,2-7,7,10,2-7,7,17,1-2,8,7
2000137707,Emp,- -,-,,Mezzala,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,SUR,NED,181 cm,,-,-,-,-,7-14,-,-,-,-,-,-,1-7,-,-,-,-,-,-,-,-,-,-,-,6-14,8-15,1-6,-,7-16,9-15,-,-,-,-,-,-,-,4-11,-,-,6-15,-,2-8,-,8-15,11-17,-,-,9-15,9-15
2002231230,For,- -,-,,Extremo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ECU,,168 cm,,-,-,-,-,10-18,-,-,-,-,-,-,1-5,-,-,-,-,-,-,-,-,-,-,-,1-5,7-15,1-10,-,1-4,4-14,-,-,-,-,-,-,-,11-19,-,-,7-17,-,1-4,-,4-12,1-11,-,-,9-15,1-7
2002293469,,- -,-,,Extremo,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35m R$ - 100m R$,,Muito Forte,Razoável,BRA,,162 cm,Decidido,-,-,2-7,1-2,15,10-13,11,1-5,5-8,15,8,5,5-9,1,7,2-6,5-9,8,9,3-8,17,7,1-4,7,7,4,13,1,13,1-4,1-5,3-7,11-14,6-11,1-5,3,14,2-5,1-4,10,1-2,4,8,6,9,8,1-4,12,6
2000220178,,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ESP,,184 cm,,-,-,-,-,12-20,-,-,-,-,-,-,1-9,-,-,-,-,-,-,-,-,-,-,-,9-17,5-13,4-10,-,1-11,3-9,-,-,-,-,-,-,-,10-20,-,-,9-15,-,1-7,-,2-10,4-10,-,-,10-18,1-9
2000242801,For,- -,-,,Extremo,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ITA,,177 cm,,-,-,-,-,14-20,-,-,-,-,-,-,3-9,-,-,-,-,-,-,-,-,-,-,-,8-14,6-14,3-13,-,1-5,1-8,-,-,-,-,-,-,-,7-15,-,-,5-15,-,1-5,-,4-12,2-12,-,-,11-17,3-9
2002231237,For,- -,-,,Construtor de Jogo Recuado,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ECU,,181 cm,,-,-,-,-,6-14,-,-,-,-,-,-,5-11,-,-,-,-,-,-,-,-,-,-,-,8-14,4-12,2-12,-,1-8,1-11,-,-,-,-,-,-,-,7-15,-,-,7-17,-,1-10,-,4-12,5-15,-,-,5-11,8-14
2002243782,For,- -,-,,Extremo invertido,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,BRB,ENG,174 cm,,-,-,-,-,8-16,-,-,-,-,-,-,1-9,-,-,-,-,-,-,-,-,-,-,-,8-14,5-11,1-3,-,10-18,9-19,-,-,-,-,-,-,-,6-14,-,-,1-8,-,4-14,-,10-16,8-18,-,-,3-13,1-8
2002225767,For,- -,-,,Médio Centro,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ECU,,173 cm,,-,-,-,-,-,-,7-17,-,-,-,-,4-12,-,-,-,-,-,-,-,6-14,-,-,-,-,-,1-6,5-11,8-14,5-13,-,-,-,-,-,-,-,2-12,-,-,8-14,-,4-12,3-11,-,9-17,8-16,-,-,8-16
2000208483,,- -,-,,Médio Centro,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,ARG,,180 cm,,-,-,-,-,-,-,12-20,-,-,-,-,6-12,-,-,-,-,-,-,-,7-13,-,-,-,-,-,4-14,5-13,1-5,3-13,-,-,-,-,-,-,-,14-20,-,-,9-19,-,4-14,2-12,-,6-16,11-17,-,-,7-13
2002242822,For,- -,-,,Médio Centro,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Desconhecido,,-,-,FRA,,169 cm,,-,-,-,-,-,-,17-20,-,-,-,-,1-7,-,-,-,-,-,-,-,4-10,-,-,-,-,-,3-13,1-8,1-5,2-12,-,-,-,-,-,-,-,14-20,-,-,9-19,-,1-10,1-9,-,2-12,6-12,-,-,11-17
2002052417,,- -,-,,Médio Centro,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 R$,,Razoável,Muito Forte,BRA,,177 cm,Equilibrado,-,-,1-4,1-2,12,11,6,1-3,6-8,13,3,3,1-2,1,7-9,3-5,3-5,1,10-12,6,4,4,1-2,4,3,3,7,3,9,1-3,1-3,1-3,1,1-4,5-7,1-2,12,1-3,2,12,1-3,9,9,4-6,8,4,1-3,10,9
